Ep,Step,Reward,Total_reward,Action,Epsilon,Done,Termination_Code
1,2,0,0,1,1,0
1,3,0,-100,2,1,0
1,4,0,-200,4,1,0
1,5,0,-200,1,1,0
1,6,0,-200,1,1,0
1,7,0,-200,1,1,0
1,8,0,-300,2,1,0
1,9,0,-400,4,1,0
1,10,0,-500,7,1,0
1,11,0,-600,1,1,0
1,12,0,-700,3,1,0
1,13,0,-800,4,1,0
1,14,0,-900,7,1,0
1,15,0,-1000,1,1,0
1,16,0,-1000,0,1,0
1,17,0,-1000,0,1,0
1,18,0,-1100,3,1,0
1,29,0,-850,5,1,0
1,30,0,-950,6,1,0
1,31,0,-1050,1,1,0
1,32,0,-1150,0,1,0
1,33,0,-1250,7,1,0
1,34,0,-1250,6,1,0
1,44,0,-900,4,1,0
1,45,0,-1000,7,1,0
1,46,0,-1100,5,1,0
1,47,0,-1200,0,1,0
1,48,0,-1300,3,1,0
1,49,0,-1400,3,1,0
1,50,0,-1400,7,1,0
1,55,0,-1200,7,1,0
1,56,0,-1300,5,1,0
1,57,0,-1300,5,1,0
1,58,0,-1400,6,1,0
1,59,0,-1500,4,1,0
1,60,0,-1600,4,1,0
1,61,0,-1700,1,1,0
1,62,0,-1800,4,1,0
1,63,0,-1900,0,1,0
1,64,0,-2000,2,1,0
1,65,0,-2100,4,1,0
1,66,0,-2200,0,1,0
1,67,0,-2300,1,1,0
1,68,0,-2400,4,1,0
1,69,0,-3400,7,1,0
1,70,0,-3500,5,1,0
1,71,0,-3600,3,1,0
1,72,0,-3700,2,1,0
1,73,0,-3800,3,1,0
1,74,0,-3900,1,1,0
1,75,0,-4900,7,1,0
1,76,0,-5900,7,1,0
1,77,0,-6900,5,1,0
1,78,0,-7900,5,1,0
1,79,0,-8000,1,1,0
1,80,0,-9000,7,1,0
1,81,0,-10000,7,1,0
1,82,0,-11000,5,1,0
1,83,0,-11000,0,1,0
1,84,0,-11100,1,1,0
1,85,0,-11200,2,1,0
1,86,0,-12200,7,1,0
1,87,0,-13200,5,1,0
1,88,0,-14200,6,1,0
1,89,0,-15200,3,1,0
1,90,0,-15200,0,1,0
1,91,0,-16200,5,1,0
1,92,0,-17200,7,1,0
1,93,0,-18200,6,1,0
1,94,0,-19200,5,1,0
1,95,0,-20200,2,1,0
1,96,0,-21200,7,1,0
1,97,0,-21200,0,1,0
2,1,0,-900,2,1,0
2,2,0,-900,1,1,0
2,3,0,-1000,0,1,0
2,4,0,-1100,6,1,0
2,5,0,-1200,3,1,0
2,6,0,-1300,3,1,0
2,7,0,-1400,7,1,0
2,8,0,-1500,4,1,0
2,9,0,-1600,7,1,0
2,10,0,-1700,0,1,0
2,11,0,-1800,5,1,0
2,12,0,-1900,5,1,0
2,13,0,-2000,5,1,0
2,14,0,-2100,3,1,0
2,15,0,-2200,6,1,0
2,16,0,-2300,6,1,0
2,17,0,-2400,4,1,0
2,18,0,-2500,6,1,0
2,19,0,-2600,6,1,0
2,53,0,-1500,1,1,0
2,54,0,-1600,6,1,0
2,55,0,-1700,7,1,0
2,56,0,-1800,4,1,0
2,57,0,-1900,1,1,0
2,58,0,-2000,0,1,0
2,59,0,-3000,7,1,0
2,60,0,-3100,2,1,0
2,61,0,-3200,5,1,0
2,62,0,-3200,6,1,0
2,63,0,-3300,0,1,0
2,64,0,-4300,7,1,0
2,65,0,-4400,5,1,0
2,66,0,-4500,2,1,0
